f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428,0.0,-0.0009321018466665141,0.0336,0.0,0.0,0.0107,0.0,0.0069,0.0,0.0,0.0,0.0,0.004248457227080275,0.0,0.009298755936265838,0.0,0.0019304348165885147,0.0034036249514391463,-0.0018943868768046376,0.0,0
0.0,0.0017,0.0,0.0,0.0028,0.0022,0.0,0.0056,0.0056,0.0056,0.0,0.0005379898998401425,0.005,0.0,0.0,-0.0011925065362856538,0.0,0.0,0.0,0.0141,0.0,0.0,0.0,0.011876824216175318,0.0,0.0,0.0,0.0,0.0,0.0028,1
0.0,0.0024,0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008672770609450126,0.00462661294706863,0.0,0.0,0.0021187393558506425,0.0,0.0,0.0,-0.012615464605923879,0.0,0.004586364023766371,0.0010563868053946443,0.005876402164948185,0.0,0.0,-0.002988472709258262,0.0,0.0,0
0.0,0.0186,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,-0.0011004883435833258,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.004245966044178012,0.0,0.0,-0.011875680247707592,0.0,0.0,0.0,0.0,0.0,0.0012379331996641796,0.0,0
0.0,0.0,0.0,0.0,0.006197322504691658,0.0,0.0,0.000654363347289081,0.0,0.0017,-0.011987656951657684,-0.00111653652700742,0.0291,0.0061,0.0,0.0,0.0,0.008816614472447285,0.0,-0.004277504150255082,0.0,0.0,0.0002,0.0,0.0,-0.00039474732205369023,0.0,0.0,0.0029,0.014725210258296654,1
0.0,0.0,0.0017,0.0085,-0.006043347212219547,0.0,0.0,0.0008,0.0025,0.0008,0.0017,0.0009080476010165021,0.037,0.0035,0.0,0.0,0.0,0.005,0.0,0.0025,0.0,-0.00039533663662916533,0.0008,0.0045544268469398744,0.0,-0.0029959700087732436,0.0037560436928992264,0.0008576401915611344,0.0059,0.0076,1
0.0,0.0304,0.0004591920141812875,0.0,0.0,0.0,0.0,0.0,0.004321383941485254,-0.011092553346119333,0.0,0.0,0.0142,0.0107,0.0,0.0,0.0,0.0076,0.0048,0.0,0.0,0.0,0.0,-0.006201937235822417,0.0,0.0,-0.0009156378797777724,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.005440106803030396,0.0,0.0038307927572388926,0.0,0.0018939167053708236,0.0,0.0,0.0,0.0,0.0,-0.00337653267658964,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0909,0.0,0.0007348887831989667,0.0,0.0,-0.0005074303166013014,0.0,1
0.0204,-0.0012971454775165194,0.0,0.0,0.0019256240507080158,0.0,0.004577720313032594,0.0029241319382279567,0.0,0.0,0.0,0.0,0.0001,0.001,0.0,-0.0012809888207985388,0.0,0.0224,0.01178341178654538,0.019109504507738007,0.0,0.0032156996780262565,0.0,0.0,0.0,0.0,0.0204,0.0,0.0,0.0204,0
0.0,0.0051,-0.0018056563337334004,0.0,0.0,0.0,0.0,0.0,0.0040628400446234905,0.0,0.0,0.0,0.02771581061197564,0.0,0.0,0.0,0.0,0.0,0.0,-0.01093201859754751,2.1207259629697165e-05,0.0004959534045981818,0.0173,0.0161,-0.010781797476754668,0.0,0.0,0.0,0.0,0.0057,0
0.0,0.0029,0.0,0.0010465314654494557,0.0,0.0,0.0,0.0,0.0,-0.00240262443896931,0.0,0.0,0.0,0.0,-0.010146198672281613,0.0,0.0,0.0033,0.0,0.0,0.003410255620457509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0036,0.0011274795512976788,0.0,0.0,0.0,0.0,0.0,0.0,-9.536044360531671e-05,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0036,0.0408,0.0036,0.0,0.0,0.004050636297615911,0.0006258349787138549,0.0,0.0,0.0,0.0073,1
0.0,0.007647816339895507,0.0,0.00512023602189795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007377955915227712,0.0,0.007,0.0,0.005760685100474735,0.0163,-0.0020463985989601276,0.006533000578007417,0.0,0.0035717304242453896,0.0,0.0,0.0,0.0,0.0,0.0,0.004862699205651784,0.0,0
0.0434,0.0,0.0,0.0,0.0,0.0,0.0,0.0217,0.0,0.0,0.0,-0.0005350497223084543,0.014009120433401606,0.012,0.0,0.0,0.0,0.00785515647011168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002184491277832787,0.0,0.0,0.0,0.0,0
3.35719254911087e-05,0.002,0.0,0.005206178151109256,0.0,0.0,0.0008701644724404848,0.0027,-0.0008189980126274605,0.007569107396971489,0.0,-0.0007561651630364154,0.0383,0.0,0.0,0.0,0.0,0.0,0.006779973752966053,0.0,-0.004861118153368354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0014418169402823503,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0028,0.0324,0.030005047897311628,0.0,0.0,0.0,0.0,4.2553634513073455e-05,0.0,0.001386858723746114,0.0,0.006850062650426187,-0.0027267395417342934,0.0,0.0,0.0,-0.0011589166018855146,0.0028,0.0028,0
0.0,0.0,0.0006,0.0018,-0.004151346734720226,0.0,-0.00287609625725846,0.0031,0.0019772083537775123,0.0018,0.0069,0.0,0.0222,0.0,0.003290685459667076,0.0,0.0,0.0035,0.0,0.0037,0.0,-0.003963303874207244,0.0,0.0,-0.005238802512971267,0.0,0.0,-0.0019581413711380648,0.0075,0.0037,1
0.004,0.0,-0.0007723378798717962,0.004,0.0,0.0,0.0,0.0,0.0,-0.0026060120195507933,0.0,0.0,0.0087,0.0,0.0,0.0,0.00576234924448451,0.0034,0.0035,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0004740574005189747,0.0,0
0.0,0.002785491414733958,0.0,0.0075,0.015,0.0,0.0020090128316678944,0.003210234135487238,0.0,0.011907095336851234,0.0,0.0,0.0362,0.0006,0.0,0.006148999396202841,0.0,0.0,0.0077,0.0,0.0,0.0017349859969386303,0.0,0.0,0.0,0.0,0.0,0.015,0.0075,0.015,1
0.0,-0.003143983515675037,0.0,0.0008,0.0042,-0.0065483847885743005,0.0008502853734040667,0.0069,0.0002,0.0025,0.0,0.0002,0.0264,0.028247500822477168,0.0,0.0,0.0,0.014897728469980021,0.0,0.0033,0.0,-0.00237057633304488,-0.007726691000756784,-0.0008820382165198415,0.0,0.0,0.0,0.0002,0.0035,0.0042,1
-0.0013511864973409875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001681074916873811,0.0,0.03390012425967791,0.0,0.0,-1.4705223142700771e-05,0.0,0.0,0.0,0.0,-0.001160124003069714,0.0,0.0,-0.0005992974203722773,0.0,0.0,0.003,0.0,0.003587780896171417,0.0,0
0.0092,0.0002,0.0,0.0046,0.0046,0.0,0.0015,-4.735957658470432e-05,0.0,0.0,0.0,-0.00015989213833183567,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002698227863493994,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013747807173891148,0.0256,0.0,0.0,-0.0005000838980791862,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,-0.0024337860364387976,0.0,0.0,-0.0015361305244185426,0.0,0.0,0.00721245980617548,0
0.0,0.0,0.0,0.0,0.0,-0.005300462715876525,0.00022669927424436107,0.0,0.0,0.0,0.002749376935674992,0.0,0.0,0.014395634549866872,0.0013268257324281305,0.0,-0.004031638179145636,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00204203123442679,0.0,-0.006847768441167877,0
-0.0005154036080854843,0.0,0.0,0.0,0.0,0.0,0.0019108830826854537,0.0,0.0,0.0,0.0,0.0,0.0461,0.0,0.0,0.0,0.0281,0.014684899229128719,0.0,0.0,0.0,0.004941294404964881,0.0,-0.002979718600495746,0.0,0.0,0.0,0.0,0.0,0.014,0
0.0,0.004126315175126957,0.0,0.0,0.0,0.0,0.0,0.0,0.0307,0.0,0.0,0.0,0.0147,0.0,0.0,0.0,0.004092509930670066,0.005619255196219598,0.0,0.0,-0.014723277565169795,0.0044899014631296814,0.0,0.0,0.0,0.0,0.0,0.0,0.004323044707297606,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0421,0.008530502091088864,0.0,0.0,0.0005554123945675169,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.005639702592891958,0.0010370992443022023,-0.00018391283219364944,0.0,0.0,0.0,0
0.0,0.0147,0.0016117816128124666,0.011696491234277158,0.0,0.005703581186289299,0.004430277433606841,0.0,0.0,0.0,0.0,0.0,0.0337,0.0085,0.0,0.0,0.0,0.00397554941909732,-0.00200908480684707,0.0,0.0,0.003862810144668829,0.0,0.0178,-0.005178940255246203,0.0,0.0,0.0,0.0,0.0136,0
-0.0011942226608284868,-0.0026723353618872225,0.0,0.0,0.0,0.0016211459409103133,0.0,0.0,0.0067,0.0,0.0,0.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0983,0.0,0.0,-0.00022546096763305173,0.0,0.0,0
-0.005780279382675225,0.0,0.0,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034447204027583125,0.0029,0.0116,0.0,0.0,0.0,0.0,0.0,-0.0009033345549207857,0.0,0.0,0.0,0.0,1
-0.004329315970537132,0.0,0.0,0.0,0.0,0.002105568028025639,0.0,0.0,0.0,0.0,0.005221916692360327,0.0,0.0047,0.0,0.0,0.0073,0.0,0.0113,0.0,0.0007052456323833958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004970482261487688,0.0051,0
0.0,0.0,0.0,0.0344,-0.00137243276927907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.0,-0.0022335415176558274,0.0,0.0,0.0153,0.0,-0.007709455145803939,0.0,0.001508356093779236,0.0,0.0,0.0,0.0,0.0,0.0,0.004829876926232453,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0031754175149340917,0.0,-0.002225773218892826,0.0,-0.009240217479944567,-0.0009403393359862434,0.0,0.0136,0.0108,0.0,0.0,0.0,0.0,0.005908750179396981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002505733029370195,0.0,0.0,0
0.0,0.0,0.0,0.0,0.002645222291251954,0.0,0.0005522499108203452,0.0,0.008512128344458353,0.0,0.0,0.0073,0.006048212152040504,0.0088,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,-0.0030534001777426344,0.0,0.009727906420980035,0.0,0.01429096554086806,0.0,0.0,0.0073,0
0.006627271945935133,0.0,0.001978328491096991,-0.005734344974630434,0.0145,0.0,0.0,0.0,0.0145,0.0,0.0145,0.0002056172108472863,0.0412,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,-0.0026000886626213124,0.0,0.0,0.0,0.0,0.0070181518940324195,0.0,-0.0026600281640543504,0.0,1
0.0,0.004,0.0,0.00312568849995094,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0095,0.0,0.0,0.002850511773112568,0.001791691202364163,0.0071,0.0,-0.00793971718995712,0.0,0.0,0.0067,0.0,0.0,-0.0009722514683388466,0.0,0.0,0.0,0.0,0
0.0016507365576382302,0.0,0.00011338896156626077,0.0,0.0,0.0,0.0,0.0163,0.0163,0.0163,0.0,0.0,0.016271912156227426,0.0,0.0,0.0,0.0,0.015984924259771112,0.0,0.0,0.008348967961750624,0.0,0.0,0.0044,0.0,0.0,-4.722825469578656e-05,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.006617409186790535,0.0104,0.0,0.0,0.0,0.0376,0.0048044549383606866,0.0,0.0263,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.008526393859793417,0.0,0.0,3.2158411348725494e-05,0.0,0.0,1
0.0,0.0,0.0,-0.004651507478889108,0.0,0.0,0.0,0.0007541029423599908,0.0,0.0,0.0,0.0,0.0202,0.0,0.0,0.0,0.0,0.0163,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,-0.0027075421884749594,0.0,0.0,0.0,-0.004009321056900626,0
0.006923170735261241,0.0,0.003564188442973993,0.0,0.003252921230066508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0116,0.0,-0.010671577303990728,0.0,0.0,0.006994082177420213,0.0,-0.0031429143886323695,0.0,0.0,0.0,0.0,0.002162672306418185,0.0,0.0,0
0.0,0.0,0.0,0.0,-0.00014496303607612268,0.0052,0.0,0.0,0.0,0.0,0.0,-0.0010248923135390592,0.0196,0.0,0.002457864599861486,0.0,0.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,-0.0030335094537694185,0.0,0.0,0.0,0.0007363979575234383,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008095136648188281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008428884107955894,0.000330424351983884,0.0135,0.0,-0.000630197748776695,0.0,0.0,0.0,0.0,-0.002923012800761057,0.0,0.0,0.0,0.0,0.006183894816469476,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-0.006745176211310941,0.0,0.0061,0.0,0.0,0.0,0.0,0.0365,0.0,0.0,0.0019,0.0,0.0107,-0.00397213948150095,0.0,0.005808219309337927,0.0,0.0,0.0023,0.0,0.0,0.0,0.00238980466751404,0.0,0.0,1
-0.000603580482969215,0.0,0.00019293484572619916,-0.004804050142633437,0.0048,0.010035077373649628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007974986514832713,0.0,-0.003445625516085065,0.0066,-0.0031407647747872477,0.0,0.00023743546938974607,0.0048,0.0,0.0,0.0,0.0,0.0,-0.00020098285770064742,0.0,0.0014580503856347642,1
0.0,0.0029,0.0,0.002412712730132783,0.0,-0.0018292623147808608,0.0,0.0162,0.0,-0.01736498838023325,0.0027448102528568833,0.0021909577198979046,0.0035,0.0196,0.0,0.0,0.0,0.0,0.0096,0.0,0.0,0.0162,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,1
0.0,0.0,-0.00035363000337045394,0.0034,0.006507725660631515,0.0,0.0,0.0104,0.0034,0.0034,0.0,0.0,0.0,0.0,0.0,0.0009381902007119362,0.0,0.0098,0.0,0.0069,0.0,0.0,0.0,0.0111,-0.00018757770011700037,0.0,0.0,0.0,0.0,0.0069,1
0.0,0.0018,0.0,0.0057,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.027105578941173762,0.0,0.0,0.0023124587851528645,-0.009440079328357514,0.0,0.0,0.021188070355970177,0.0,0.0,0.0020857361877558425,0.0016,0.0,0.0,0.0,0.0,0.0,-0.0012068500138360488,0
0.0,0.0053,0.0,0.0065,0.0,0.007072805151962256,0.0,0.0,0.0131,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077,0.0028,0.0,0.0,0.0,0.0,-0.015455477999353397,-0.0031061733855023803,0.0,0.0,0.0065,0.0,0.0,1
0.0,0.0,0.0,0.0134,0.0089,0.0,0.0,0.0,0.0044,0.0,0.0,0.0,0.0308,0.009597952391137173,-0.004849469062818765,-0.0010809784899658804,0.0,-0.004612536364619342,0.0,0.0044,0.0,0.0,0.001840182491046023,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227,0.0,0.0,0.004323624895030384,0.0,0.0,0.0,0.0,-7.80115825750802e-05,0.0,0.0,-0.0027486414683290947,0.0,-0.0013323548529668623,-0.002140964201486403,0.0,0.0,0.0,0
0.0,0.0,-0.00044668771558715797,0.0008873507444743449,0.008635103885754522,0.004921721005765783,0.0,0.0,-0.00416027445791516,0.0,0.0,0.0,0.0416,0.0,0.0,0.0,0.0,0.0032883832800931923,0.0,0.0,0.0,0.0006561830814524717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016928289995130118,0
0.004515506190793754,0.002734417212139232,0.0,0.0154,0.0,0.0,0.0051,0.002320143529758967,0.0,0.0,0.0,0.0,0.0167,0.0055,0.002646478529312373,0.0,0.0051,0.0,0.0,0.0051,0.009109153134020508,0.0,0.002170558522726599,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0
0.0,-0.0029628105250949794,0.0,0.010103699526825702,0.006673612753316375,0.0175,0.00036003226821762133,-0.0031216924583221638,0.0,-0.0005607520709397791,0.0,-0.0005065451268205551,0.04942095550466115,0.0,0.0,0.0,0.0,0.0102387599639042,-0.0012621035642092948,0.0497,0.0,-0.002605732587119215,0.0,0.0,0.0,0.0,-8.639382980026662e-06,0.0,0.0,0.0099,1
-0.0018208864269194387,0.0019,0.0,-0.007724748647567474,0.0174,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0062,0.0,-9.680740569392965e-05,0.0,0.0,0.0235,0.0,0.0,0.00980790542389314,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,1
0.005068747330504409,0.0116,0.002,0.008,0.0,0.0,0.0,-0.006152316655919828,0.005,-0.033643418655666175,0.004573385633486023,0.0,0.0116,0.0,0.0,0.0,0.0,0.0,-0.0040600556668547085,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001032403070064884,0.008,0.0101,1
0.0,0.0,0.002479917082446738,-0.004956907617488971,-0.00030667770783005346,0.0,0.0,0.005262461512811787,0.0,0.0,0.0,0.0,0.0037418785368135005,-0.006276747347965837,0.0,0.0,0.0,0.0,-0.004294871221958433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008372131738093917,0.0,0.0,-0.005468094520283948,0
0.0129,0.0,-0.0012299249074186158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,-0.0014765075807605884,0.0,0.0,0.0,0.0,0.0,0.0,-0.005424550868755241,0.0,0.0,0.0,0.0,0.0129,0.0,0.0,-0.004964752684294173,0
-0.0020130636436808368,0.0,0.0056,0.0,0.0,0.0,-0.006019824143606948,0.0,0.0,-0.014378523461555692,0.007711661304315998,0.0,-0.01061187421061812,0.0,0.0009977850731906072,0.0,0.0,0.0,0.0035598868849750654,0.0,0.004,0.0028,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0028,0
-0.0031357754355005457,-0.002842748644203355,0.0,0.0025002080230424927,0.0,-0.0015170543507713908,0.0,0.0034,0.0068,0.0034,0.0,0.0,0.0,0.0068,0.0,0.0004935037449510299,0.003463568464204124,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037432912754027945,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006694869504377187,0.0,-0.0002023236240984859,0.0235,0.0,0.0,0.0026,0.0,0.0,0.006949147009594771,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006447445368115414,0.0,0.0,0.0,0.0018302667777762294,1
0.0,0.0,0.0006,0.0019,0.0044,0.0,0.0,0.0031,0.0,0.0019,0.0069,0.0,0.04792563380400436,0.0,0.0007312859569576081,0.0,0.0,0.0,0.0,0.0038,0.0,-0.003834825382996626,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0038,1
0.0,0.0,0.0,0.0,0.0008819602817869633,0.0,0.0,0.0,0.0,0.0,0.0011169944612881382,0.0,0.0253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006286104408386863,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.006956728001661042,0
0.0,0.0,0.0,0.006870628931026811,0.0,0.0,0.0,-0.0010504162022374466,0.0,0.0,0.0,-0.001191922293643549,0.012,0.0,0.0,0.008314645967917955,0.0,0.0033,0.0,0.0,0.0008,0.0,0.0,0.0,-0.013936279417738714,0.0,0.0,0.0018991311508236683,0.0,0.0,0
0.0,0.0,0.0,0.0016,0.0,0.0,0.00533333036243186,0.0,0.0,0.0,0.0,-0.0002579608389896064,0.0,0.0083,0.0,0.0,0.001220288697119935,0.009337286849351973,0.0,0.0,0.0,0.0,0.0,0.0,-0.013001550042298075,0.0,0.0,0.0,0.0048,0.001,0
0.0,0.0,0.0,0.0,0.013005615270737935,0.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.03129371876851733,0.0,0.0,0.0032,0.0,0.0093,-0.0015430020342209008,0.007841639705548254,0.0,-0.00104373580645364,-0.009036442385189249,0.0009121421275802841,0.0,0.0008003384533438978,0.0,0.0,0.0,-0.007367778329081986,0
0.0,0.0,0.003918238405500286,0.0,0.0045,0.0,0.0,-0.011345603024937524,0.0045,0.0,0.00466094847544727,0.0,0.0147,0.0,0.0,0.02,0.0,0.01540470521404648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,1
0.0,0.0016264928855865034,0.0,0.0203,0.0,0.0,0.0,0.0121,0.0,0.0081,0.0,0.0,0.01564493974108514,0.0032,0.0,0.00010859254862446001,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004183541064333759,0.0,-0.005360715998454944,1
0.0,0.0025416384166368853,0.0,0.0,0.0034791675193598178,0.0,0.0,0.0,0.0,0.0,0.0008367265155563344,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.007608416753909327,-0.006223218334130937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,1
0.0039,0.0029,0.0019,0.0,0.0,0.0007373113252605976,0.0019,0.0039,0.0,0.0,0.0,0.000723472343618784,0.0,0.0,0.0053488124047928924,0.0,0.0,-0.00725120620903587,0.0035,0.0,0.0,0.0039,-0.0051281736013618195,0.0,0.0,0.0,0.0027142689346295644,0.0,0.0,0.0059,0
0.006199925753902436,0.00046153581923635617,0.0,0.0069,0.0,0.0,0.0069,0.007198142740429858,0.0,0.0,0.0,0.0,0.0138,0.002,0.0,0.0,0.0,0.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0014,0.0,0.0087,0.0174,0.0007833254843345588,0.0,0.0043,0.0,0.0,0.0,0.0,0.0476,0.006283373670843478,0.0,-0.00023037375111912282,0.0,0.0005993170331126379,0.0,0.003981531460063912,-0.009266896462471842,0.0,0.0,0.0,0.0578,-0.0027937223996959393,0.0,0.0,0.0056586191954267635,0.0,1
